PatientID,WT,TC,ET
BraTS2021_01520,0.8629816851851828,0.8475120385609305,0.29508198005315156
BraTS2021_01521,0.8893124359378537,0.28767232738083137,0.18995330102868024
BraTS2021_01522,0.915964351468574,0.7013037558850908,0.8356464575081863
BraTS2021_01523,0.903837117854776,0.48568343451029145,0.37577677668359116
BraTS2021_01524,0.9555931121918209,0.8141484221165843,2.3326335378291733e-09
BraTS2021_01525,0.820940550159577,0.835521400450677,0.8743730595447976
BraTS2021_01526,0.760153877857128,3.4753596985211097e-10,5.917159413185834e-08
BraTS2021_01527,0.9593911788859371,0.5364069132640285,0.2257636224998191
BraTS2021_01528,0.8839657397657171,0.2862375255712861,0.0003244136247779179
BraTS2021_01529,0.9068884128031601,1.988427352411281e-10,1.0
BraTS2021_01530,0.5432653597095172,9.482268149552184e-10,1.10010999889868e-08
BraTS2021_01531,0.9147107700972942,0.45036074687695854,0.1364011804505008
BraTS2021_01532,0.9168919191535628,0.4025659078775162,0.6960066163468789
BraTS2021_01533,0.8577889773894528,0.10195205229709038,0.16744106077487433
BraTS2021_01534,0.9003688210186417,0.1139105020143447,1.751313454442847e-08
BraTS2021_01535,0.948629284355618,0.010751719671216109,1.760563349285857e-08
BraTS2021_01536,0.8824974630238657,0.3111526194169565,0.796968056857152
BraTS2021_01537,0.9710584488383815,0.9759232573575619,0.954197379530639
BraTS2021_01538,0.9708102667398905,0.9819585260569245,0.9614796372180403
BraTS2021_01539,0.9620251707709468,0.9579208963573898,0.9219638814149423
BraTS2021_01540,0.9681855768827675,0.9198153366604934,0.9069833530404309
BraTS2021_01541,0.9256600989792803,0.8732597784031088,0.7155971601059111
BraTS2021_01542,0.9745961881835903,0.9659006993688587,0.9721976351031076
BraTS2021_01543,0.958918918926321,0.966997921362511,0.9677518239323917
BraTS2021_01544,0.9104383964161749,0.9681525932344294,0.9272714754716748
BraTS2021_01545,0.9444274525001094,0.9291824429047942,0.9015133123723288
BraTS2021_01546,0.9638234941585707,0.9496451361575269,0.9597929936337745
BraTS2021_01547,0.9373859624316775,0.9034598131742744,0.8517523148561315
BraTS2021_01548,0.9632027141670431,0.5720203359592915,0.6256860600972864
BraTS2021_01549,0.8540765603216998,0.8293361970213037,0.8346932288679171
BraTS2021_01550,0.9522123509403075,0.9703002789557785,0.9382279806510182
BraTS2021_01551,0.9081368637629944,1.0,1.0
BraTS2021_01552,0.9543019566153883,0.9332811492822174,0.9200708061111015
BraTS2021_01553,0.7426250077437384,0.9620261149429048,0.9129023994906915
BraTS2021_01554,0.9670943239569187,0.9858330453878212,0.9528806751618959
BraTS2021_01555,0.6546930648010961,0.3535269727426639,0.3567839213936797
BraTS2021_01556,0.8809003905667494,0.376092276155083,0.5135644319638952
BraTS2021_01557,0.9529525046570633,0.9593289273263034,0.9463337638496673
BraTS2021_01558,0.9296309304133348,1.2254901810601696e-08,1.2254901810601696e-08
BraTS2021_01559,0.8482745894636373,0.9206740651034236,0.9292256454429109
BraTS2021_01560,0.8877126654287707,0.8589846903344694,0.8589846903344694
BraTS2021_01561,0.9361975120602042,0.974650051217427,0.9554572517721233
BraTS2021_01562,0.9718949927396581,0.9775928430274011,0.9530325707429217
BraTS2021_01563,0.9601662994829718,0.874115438369944,0.9281820660069623
BraTS2021_01564,0.9809345177988676,0.9824394636825997,0.9569188290003473
BraTS2021_01565,0.9782663257185474,0.9758955390641343,0.9452896526886456
BraTS2021_01566,0.8931309736512537,0.8434737952148893,0.8424158748633108
BraTS2021_01567,0.9365535359610119,0.9609225587414945,0.922710920318724
BraTS2021_01568,0.9660177826747653,0.970372335729969,0.9711914641460606
BraTS2021_01569,0.9699271403911298,0.9719351294212758,0.9553845798438825
BraTS2021_01570,0.9758248567158629,0.9765425062329944,0.963690594556414
BraTS2021_01571,0.9514416151988931,0.9726745274318386,0.9428585323431121
BraTS2021_01572,0.9664309381352836,0.7386574473311511,0.15045802537930858
BraTS2021_01573,0.9236460271770591,0.9403793351125435,0.9363513113177451
BraTS2021_01574,0.88058118933935,0.9398070339321747,0.8844222560039907
BraTS2021_01575,0.9785778088236007,0.5823440023785867,0.6330462669374282
BraTS2021_01576,0.9706986438753447,0.9739987388033262,0.933414729879777
BraTS2021_01577,0.9571370761651721,0.9764444219844198,0.9573155985618754
BraTS2021_01578,0.689850209411646,0.9806947896968368,0.9585334711529054
BraTS2021_01579,0.9603370898593628,0.938196599515233,0.894367816122308
BraTS2021_01580,0.9423790925587641,0.9356653190932807,0.9337860781576391
BraTS2021_01581,0.9769318601796874,0.9751798828016942,0.9414955291458199
BraTS2021_01582,0.9715507449741732,0.9347747487400482,0.8994491067809045
BraTS2021_01583,0.9635138658312283,0.9575597691813488,0.9322398939975812
BraTS2021_01584,0.939879381835221,0.9593920209941837,0.9225467732472357
BraTS2021_01585,0.9741341408302753,0.9171710185204109,0.8930834007109306
BraTS2021_01586,0.9724359409742565,0.9717163436366362,0.9596070574810269
BraTS2021_01587,0.9771817749426535,0.9704180871729418,0.9545820915134565
BraTS2021_01588,0.8641809990285837,0.7412096522277626,0.833870023540786
BraTS2021_01589,0.9715813190995671,0.935500630915349,0.9529287855655315
BraTS2021_01590,0.9637821714427001,0.9110800462462286,0.8906754621791552
BraTS2021_01591,0.9432838925288541,0.8774099674837942,0.8899981514328006
BraTS2021_01592,0.9184977859555417,0.952716358188551,0.8819334390325145
BraTS2021_01593,0.9798717719494833,0.9846076204960015,0.9692253272175323
BraTS2021_01594,0.7958584619758454,0.11550803085018149,0.11550803085018149
BraTS2021_01595,0.9756175528883265,0.9726389380191175,0.9403950100975897
BraTS2021_01596,0.9226373877570672,0.9787125881815387,0.9698901397193204
BraTS2021_01597,0.9361976535759065,0.8831406087003995,0.791499122581285
BraTS2021_01598,0.9509325774286911,0.973472384324877,0.9567995821037089
BraTS2021_01599,0.7555593715419594,0.8804823072860759,0.8548953867452544
BraTS2021_01600,0.9176431822479104,0.976036099190389,0.8989311423329706
BraTS2021_01601,0.9682945197006618,0.9842600824391559,0.9682873198181912
BraTS2021_01602,0.9565602346315727,0.9332642182216448,0.8839718754595138
BraTS2021_01603,0.9722652117704554,0.9759194514475487,0.9560813746825139
BraTS2021_01604,0.930599013807207,0.7995618849969228,0.7650704238587581
BraTS2021_01605,0.9230693819382795,0.557964924324556,0.5581037799115286
BraTS2021_01606,0.46977737044611684,0.8495444475509863,0.8342977384684436
BraTS2021_01607,0.9715716123971416,0.9638571531307377,0.9435309192032914
BraTS2021_01608,0.9694149730946191,0.9646209273455442,0.9133385539118009
BraTS2021_01609,0.9653392726182338,0.9700345942131792,0.9618287840371644
BraTS2021_01610,0.6287064383379114,0.6762385388611568,0.6764789535861213
BraTS2021_01611,0.9614473033639491,0.9519184537205893,0.9149085795253807
BraTS2021_01612,0.9569720581660264,0.9098059779916438,0.7762052806012689
BraTS2021_01613,0.9760480961943048,0.9541151576154833,0.9539264639389886
BraTS2021_01614,0.9656718297486876,0.953907610389272,0.934428073369459
BraTS2021_01615,0.8380028175958635,0.8299872939517476,0.8299872939517476
BraTS2021_01616,0.6370182377273745,1.865671606983739e-08,1.865671606983739e-08
BraTS2021_01617,0.9427681510561238,0.9644821327071924,0.965984906495137
BraTS2021_01618,0.9750089377366574,0.9742936897888003,0.9450941449876021
BraTS2021_01619,0.9600276903162047,0.9741965650063293,0.9361562411620542
BraTS2021_01620,0.49920889480470004,0.5786483259888632,0.5763067252114622
BraTS2021_01621,0.9748247855688071,0.979550566436975,0.9267106258980893
BraTS2021_01622,0.8987215909450562,0.9527967902374359,0.9267622826872715
BraTS2021_01623,0.9457813582167168,0.9691131000914197,0.9036425243880973
BraTS2021_01624,0.5784258289770553,2.153316102167709e-09,2.158428659273843e-09
BraTS2021_01625,0.97012372003167,0.9765387483553148,0.9362163464562195
BraTS2021_01626,0.9363656344423328,0.9594264947680458,0.9429477935143076
BraTS2021_01627,0.975331996519822,0.9791312827173196,0.9465902823539247
BraTS2021_01628,0.6267029978402922,0.6226065495824179,0.644718795303712
BraTS2021_01629,0.8761523520428155,0.7283222168697765,0.7957544466498071
BraTS2021_01630,0.9715152589394587,0.9641783841963326,0.9326393603548718
BraTS2021_01631,0.9604756719959998,0.9236295159848602,0.8417495339027056
BraTS2021_01632,0.962813939409299,0.8884562254708707,0.7572902839555324
BraTS2021_01633,0.8783103386979225,0.9778913062654438,0.9459175176522072
BraTS2021_01634,0.9785301852206963,0.98477821041453,0.9552441297088898
BraTS2021_01635,0.9732129344715615,0.8898121387449103,0.7400184798570202
BraTS2021_01636,0.7375094801723386,0.31210707219757267,0.27324451870897704
BraTS2021_01637,0.1177234938699019,1.0,1.0
BraTS2021_01638,0.9106426088159634,0.9508192203350164,0.9164490258357526
BraTS2021_01639,0.974239036092105,0.9827007518100022,0.9543033642245343
BraTS2021_01640,0.8940004606477427,0.9693528033447334,0.9661109097806172
BraTS2021_01641,0.9649203180746703,0.9715097389391648,0.945043744172037
BraTS2021_01642,0.9669543634017053,0.9594972777727321,0.9609738885014145
BraTS2021_01643,0.9178414787074664,0.9643947399371265,0.9144075774915161
BraTS2021_01644,0.915953649845018,0.945016243147519,0.9453032465923699
BraTS2021_01645,0.8918284458081951,0.9580607281009388,0.9654935031705589
BraTS2021_01646,0.8497148046081129,0.4717444782340973,0.4717444782340973
BraTS2021_01647,0.6452207160852936,0.7936702882410627,0.7749095296622873
BraTS2021_01648,0.9701325046407413,0.9684875211297058,0.9669158257137586
BraTS2021_01649,0.9035418191112168,0.9411085183695427,0.8972692731446791
BraTS2021_01650,0.9750366900482853,0.9422124725881835,0.9624616615611312
BraTS2021_01651,0.9510072364680698,0.9684601113302577,0.9514809591201312
BraTS2021_01652,0.9759280486740178,0.9767683142998272,0.937271257141614
BraTS2021_01653,0.9103811413182519,0.96397105098018,0.9100771456340219
BraTS2021_01654,0.9664478458252544,0.9688272191635589,0.9613850536983878
BraTS2021_01655,0.927963649616222,0.8438440556993223,0.8809438957487853
BraTS2021_01656,0.8982051667262875,0.5687183820220946,0.6291124269133435
BraTS2021_01657,0.9580657838025011,0.9714388360081053,0.9614304941505747
BraTS2021_01658,0.9291302532078659,0.9785250489146751,0.9166812267863297
BraTS2021_01659,0.9638093831019633,0.9743470454415414,0.954374673427301
BraTS2021_01660,0.9078542144849912,0.9596909767515073,0.9213746215151708
BraTS2021_01661,0.9619815281289007,0.9582914332271903,0.9607336373563576
BraTS2021_01662,0.9675602367397305,0.9753820637384685,0.9311820413986416
BraTS2021_01663,0.8603696571303338,0.7347555224943261,0.7347110929255355
BraTS2021_01664,0.9432719335234242,0.09974878010489377,0.6826751068648169
BraTS2021_01665,0.9552781085233789,0.8453589960329243,0.8728288708391949
BraTS2021_01666,0.9048326224826114,0.04530386755844916,8.23045260715677e-09
Final_Result_Average,0.885200,0.730600,0.701600
